"","email","vorname","nachname","landVorwahl","vorwahl","telNr","land","gebDat","straße","hnr","stiege","tnr","ort","plz","comb","pk","isDirty","errCol","errRule"
"126","gordon.bamber@riglee.com","Samir","Schmidt","43","1455","3163","aUT Haldenweg","1984-06-10","Haldenweg","20b","","","Gloggnitz","2640","Haldenweg 20b 2640 Gloggnitz",721,"True",";land",";Include_other_column"
"127","vs2468@yahoo.com","Jaden","Gruber","43","657","311033","AUT","1998-10-22","Blumeng3a8se","2","","","Oberwölbling","3124","Blumengasse 2 3124 Oberwölbling",853,"True",";straße",";Add_Or_Replace_Character"
"128","aoo@oll.net","Magnus","Rechberger","43","698","7064","AUT","20E07G-10-3s1","Hofwiese","9","","","Perzendorf","3464","Hofwiese 9 3464 Perzendorf",151,"True",";gebDat",";Add_Or_Replace_Character"
"129","cwroe@cs.man.ac.uk","Sam","Gstrein","43","669","35766","AUT","1995-09-20","Hackinger Straße","40","","","Wien","2291","Hackinger Straße 40 1140 Wien,Penzing",3656,"True",";plz",";mismatch"
"130","bt@tux.w3.org","Mete","Frank","43","682","635","AUT","2023-01-04","Leopersdorf","138",""," nan","Leopersdorf","8652","Leopersdorf 138 8652 Leopersdorf",4429,"True",";tnr",";Include_other_column"
"131","tomactor@aol.com","Danil0o","Achleitner","43","517","84630","AUT","2003-02-25","Akeleistraße","5","","","Mitterperwend","4614","Akeleistraße 5 4614 Mitterperwend",2248,"True",";vorname",";Add_Or_Replace_Character"
"132","ramseyd@coned.com","Carl","Weiß","43","659","56775","AUT","1973-07-28","Grafendorf","55","","","Obergaimberg","2062","Grafendorf 55 9905 Obergaimberg",2211,"True",";plz",";mismatch"
"133","bunk@imn.htwk-leipzig.de","Suad","Hager","43","501","46547","","1995-07-09","Kufhausstraße","39","","","Großkufhaus","4812","Kufhausstraße 39 4812 Großkufhaus",496,"True",";land",";mismatch"
"134","jastern@uci.edu","Jonah","Turan","43","666","257","AUT","1973-11-12","Pfarrhofweg","23","","","Deutschlandsberg","8530","Franz-Schubert-Straße 23 8530 Deutschlandsberg",2301,"True",";straße",";mismatch"
"135","toosdent@pars.neda.net.ir","Fatih","Forstner","43","650","500461","AUT","1973-11-07","Schlößl","7","","","Schlö76","5151","Schlößl 7 5151 Schlößl",227,"True",";ort",";Add_Or_Replace_Character"
"136","josephmobutu1#$2@mmail.com","Matjaž","Aschenbrenner","43","118","8230","AUT","2014-08-07","Rochusgasse","21 nan","","","Pachfurth","2471","Rochusgasse 21 2471 Pachfurth",2909,"True",";hnr",";Include_other_column"
"137","readone@pacific.net.id","Patrik-Daniel","Stern","43","699","346","AUT","2011-03-01","Lehen","18","","","Lehen","4725","Lehen 18 4725 Lehen",4589,"True",";ort",";additional_infromation"
"138","mina@yahoo.co.kr","Abdirahman","Sailer","43","1450","252","AUT","17061-312-46","Schlüsselhofsiedlung","2","","","Grafenwörth","3484","Schlüsselhofsiedlung 2 3484 Grafenwörth",3748,"True",";gebDat",";Add_Or_Replace_Character"
"139","zwzhs@public.xm.fj.cn","Hubert","Lang","43","691","574","AUT","2011-04-06","Mailberg","392","","","Mailberg","\0<2(4""","Mailberg 392 2024 Mailberg",4690,"True",";plz",";Add_Or_Replace_Character"
"140","j.hanna@snet.net","Valentino","Brugger","43","517","82073","AUT","2011-02-25","Hauptstraße","32","=","","Klein-Harras","2223","Hauptstraße 32 2223 Klein-Harras",1447,"True",";stiege",";Add_Or_Replace_Character"
"141","ghost@lep.lg.ua","Matej","Aschauer","43","653","46673","aUT","2022-06-18","Johannesgasse","7","","","Leoben","8700","Johannesgasse 7 8700 Leoben",605,"True",";land",";Start_With_Lowercase"
"142","cdwise@wiserways.com","Josephe","Zimmermann","43","901","662","AUT","1972-05-16","Fichtenweg","3","","","Mönchdorf","41716","Fichtenweg 3 4281 Mönchdorf",3988,"True",";plz",";Add_Or_Replace_Character"
"143","polluks@web.de","Eduard","Neubauer","43","670","70643","AUT","1979-08-08","Sonnfeld","7","","","Proleb","8712","Sonnenfeld 7 Einfamilienwohnhaus 8712 Proleb",4336,"True",";straße",";Similar_Different"
"144","kumanan@espial.com","Ayose","Unterberger","43","675","62773","AUT","1975-08-26","Sillian","147b","","","Sillian","2751","Sillian 147b 9920 Sillian",3714,"True",";plz",";mismatch"
"145","aol.users@w3.org","max-Emil","Strasser","43","502","3245","AUT","1970-11-16","Schlaugenholz","3","","","Schlaugenholz","4902","Schlaugenholz 3 4902 Schlaugenholz",1925,"True",";vorname",";Start_With_Lowercase"
"146","pan888@163.com","Erwin","Adam","43","130","802406","AUT","2017-07-21","Wassergasse","23","","","\Wie","2700","Wassergasse 23 2700 Wiener Neustadt",4882,"True",";ort",";Add_Or_Replace_Character"
"147","cyclo(e-l-bo+unces@lists.c's.cornell.edu","Duc","Ebner","43","699","1814","AUT","2022-02-28","Seibuttendorf","4","","","Seibuttendorf","8421","Seibuttendorf 4 8421 Seibuttendorf",1875,"True",";email",";Add_Or_Replace_Character"
"148","neal@ctd.comsat.com","Emilio-Armin","Lindinger","43","692","752","AUT","1992-10-23","Stadlweg","21","","","Wagnitz","8073","Stadlweg 21 8073 Wagnitz",769,"True",";ort",";additional_infromation"
"149","marno@ai3.itb.ac.id","Isaak","Winter","43","669","736","AUT","2016-02-20","Michaelnbacher Straße","28"," 2016-02-20","","Grieskirchen","4710","Michaelnbacher Straße 28 4710 Grieskirchen",2085,"True",";stiege",";Include_other_column"
"150","clienserver@yahoo.com","aras","Ostermann","43","673","358536","AUT","2018-04-30","Unterbuchberg","23","","","Unterbuchberg","4863","Unterbuchberg 23 4863 Unterbuchberg",2777,"True",";vorname",";Start_With_Lowercase"
"151","eav@arkhangelsk.ru","Kaan","Aigner","43","669","4422","A34T","1987-09-30","Niedernondorf","52","","","Niedernondorf","3531","Niedernondorf 52 3531 Niedernondorf",2756,"True",";land",";Add_Or_Replace_Character"
"152","amitavc@tarangtech.com","Batuhan","Steinberger","43","683","5640","AUT","2007-11-24","Mariahilfer Straße","71A","","","Wien","106100","Mariahilfer Straße 71A 1060 Wien,Mariahilf",1375,"True",";plz",";Add_Or_Replace_Character"
"153","optitarget-27devry@ultimateupdate.com","Harman","Krainz","43","120","6176","AUT","1969-037-69","Neubaugasse","56","","","Auersthal","2214","Neubaugasse 56 2214 Auersthal",4321,"True",";gebDat",";Add_Or_Replace_Character"
"154","=-ridge~@gsnet.c}om","Etienne","Ecker","43","718","375520","AUT","2019-10-12","Phloxweg","3","","","Villach-St. Agathen und Perau","9500","Phloxweg 3 9500 Villach-St. Agathen und Perau",4949,"True",";email",";Add_Or_Replace_Character"
"155","'reagle@w3.org'","Wendelin","Krenn","43","506","76824","AUT","2021-02-08","Halbgasse","14","","""","Seyring","2201","Halbgasse 14 2201 Seyring",4863,"True",";tnr",";Add_Or_Replace_Character"
"156","contact@targetdata.info","Omar","schmidt contact@targetdata.info","43","118","7634","AUT","2018-04-07","Coburgstraße","8","","","Hausmening","3363","Coburgstraße 8 3363 Hausmening",4634,"True",";nachname",";Include_other_column"
"157","public-wsawg-mtf@w3.org","Ibrahim","steininger","43","1450","471526","AUT","1998-01-16","Waldprecht","70a","","","Waldprecht","8345","Waldprecht 70a 8345 Waldprecht",479,"True",";nachname",";Start_With_Lowercase"
"158","hescominsoon@trifles.com","Lennox","Strasser","43","1450","25","AUT","2001-07-08","Rettensteinweg","4","","","Rettenstein","5600","Rettensteinweg 4 5600 Rettenstein",3830,"True",";straße;straße",";Start_With_Lowercase;Similar_Different"
"159","natalie.krainski@infineon.com","Jakub","Lehner","43","1","is657A","AUT","1982-03-21","Achrainweg","5","","","Umhausen","6441","Achrainweg 5 6441 Umhausen",288,"True",";telNr",";Add_Or_Replace_Character"
"160","ansi@nabeghe.com","Etnik","Bräuer","43","111","8605","=$T","2016-11-29","Pfarrgasse","5","","","Rothengrub","2732","Pfarrgasse 5 2732 Rothengrub",804,"True",";land",";Add_Or_Replace_Character"
"161","paul.obrien1@btinternet.com","Avetis","Winkler","43","821","7642","AUT","2011-06-19","Oberweißenbach","10","","","Bruck","8330","Oberweißenbach 10 8330 Oberweißenbach",1139,"True",";ort",";mismatch"
"162","amy@w3.org","Marlon","Enzenhofer","43","687","336","AUT","1995-09-13","Franz-Zola-Straße","5","","","Oberhaft","4600","Franz-Zola-Straße 5 Staplerprofiwelt GmbH 4600 Oberhart",2017,"True",";ort",";Similar_Different"
"163","webdesign@cpsinet.com","victor Veilchenstraße","Pfleger","43","670","63","AUT","2022-01-25","Veilchenstraße","1","","","Graz","8053","Veilchenstraße 1 8053 Graz,16.Bez.:Straßgang",4026,"True",";vorname",";Include_other_column"
"164","nat_bill@hotmail.com","Abdullah","Buxbaum","43 nat_bill@hotmail.com","502","870","AUT","2001-07-02","Alte Post Straße","6","","","Gummern","9722","Alte Post Straße 6 9722 Gummern",2255,"True",";landVorwahl",";Include_other_column"
"165","ljn09axi@elong.com","Artin","Auer","43","671","133652","AUT","1{94-0$9-27","Altaussee","114","","","Altaussee","8992","Altaussee 114 8992 Altaussee",314,"True",";gebDat",";Add_Or_Replace_Character"
"166","sreyn0lds@yahoo.com","Nuriel","Gratzer","43","1","6452","AUT","1976-05-22 3072","Hochgschaid","43","","","Hochgschaid","3072","Hochgschaid 43 3072 Hochgschaid",3425,"True",";gebDat",";Include_other_column"
"167","jennifer.scot@jennifer.zzn.com","Lian","Zeilinger","43","682","8802","AUT","1996-12-04","Bremenmahd","29"," 29","","Dornbirn","6850","Bremenmahd 29 6850 Dornbirn",3475,"True",";stiege",";Include_other_column"
"168","smith@mclinux.com","Fahri","Gruber","43","687","86301","AUT","2003-09-03","Pernerstorferplatz","7","","","St. Pölten","3100","Pernerstorferplatz 7 3100 St. Pölten",4283,"False","",""
"169","taruns@delhi.tcs.co.in","Ronny","Reiterer","43","1455","75430","AUT","2005-12-17","Rehbühel","2","","","MNüqiders","6714","Rehbühel 2 6714 Nüziders",3307,"True",";ort",";Add_Or_Replace_Character"
"170","sjmm@us.ibm.com","Lazar","Steiner","43","672","75850","AUT","2004-08-06","Preilitz","3","","","preilitz Lazar","9063","Preilitz 3 9063 Preilitz",4431,"True",";ort",";Include_other_column"
"171","martha78@mail2u.com","Vince","Artner","43","673","680","AUT","1976-01-13","Rahlgasse","5","","","NWien","1060","Rahlgasse 5 1060 Wien,Mariahilf",4483,"True",";ort",";Add_Or_Replace_Character"
"172","pgv.midnight@juno.com","Ahmad","Aydin","E3","720","62185","AUT","2003-08-23","Tizianstraße","12","","","Stadlhof","4600","Tizianstraße 12 4600 Stadlhof",982,"True",";landVorwahl",";Add_Or_Replace_Character"
"173","62.txt@tux.w3.org","Abdulhamid","Frei","43","683","8848","AUT","2017-12-04","Schimmergasse","48",""," nan","Baden","2500","Schimmergasse 48 2500 Baden",241,"True",";tnr",";Include_other_column"
"174","join@usa.com","Finn-Luca","Haider","43","821","642","AUT","1944-04-20","Koblacherstraße","48"," 1944-04-20","","Meiningen","6812","Koblacherstraße 48 6812 Meiningen",4915,"True",";stiege",";Include_other_column"
"175","vapov@mail.axon.ru","Leijan","Egger","43","682","2776","AUT","1999-02-26","Schulg[asse","50","","","Wien","1180","Schulgasse 50 1180 Wien,Währing",179,"True",";straße",";Add_Or_Replace_Character"
"176","test@yahoo.com","Dario","Eigner","43","Z7rR","341347","AUT","2013-07-20","Dr. Karl Renner Straße","8","","","Payerbach","2650","Dr. Karl Renner Straße 8 2650 Payerbach",4877,"True",";vorwahl",";Add_Or_Replace_Character"
"177","chinaalarm@yahoo.com.cn","Kariem","Gerstl","43","667","8727","AUT","1996-10-06","FHuqx-Weo","23","","","Leibnitz","8430","Fux-Weg 23 8430 Leibnitz",4776,"True",";straße",";Add_Or_Replace_Character"
"178","xun@cs.ucsb.edu","Amar","Mayerhofer","43","931","56226","AUT","2014-04-07","Markt","1@7""","","","Hof","5602","Markt 157 5602 Hof",1489,"True",";hnr",";Add_Or_Replace_Character"
"179","step1b@cyberspace.org","T`.im","Bayer","43","517","4207","AUT","1995-05-08","Gagersweg","29","","","Telfes im Stubai","6165","Gagersweg 29 6165 Telfes im Stubai",1823,"True",";vorname",";Add_Or_Replace_Character"
"180","ashypy@runbox.com","Huzeyfe","Ostojic","43","502","4485","","1998-08-25","Klagenfurter Straße","17","","","Moosburg","9062","Klagenfurter Straße 17 9062 Moosburg",3900,"True",";land",";Similar_Different"
"181","sean.mullan@sun.com","Maxim","Klocker","43","1450","23806","","2012-03-20","Großwolfgers","21","","","Großwolfgers","3970","Großwolfgers 21 3970 Großwolfgers",607,"True",";land",";Similar_Different"
"182","sexytop@fastwebworld.com","Megzon","Mayer","43","696","8057","","2000-11-16","Guglwald","34","","","Guglwald","4191","Guglwald 34 4191 Guglwald",2537,"True",";land",";Similar_Different"
"183","rbarboza@ccss.sa.cr","Milan","Gamper","43","696","7}73}2,3","AUT","1991-06-15","Gfehret","6","","","Gfehret","4081","Gfehret 6 4081 Gfehret",1677,"True",";telNr",";Add_Or_Replace_Character"
"184","carmelomdp@copetel.com.ar","Karl-Alexander","Grünwald","43","673","6247","aUT nan","1947-06-30","Laaer Straße","48","","","Korneuburg","2100","Laaer Straße 48 2100 Korneuburg",3304,"True",";land",";Include_other_column"
"185","uryagi@kornet.net","Ianis","Sauer","43","+504","36410","AUT","2021-04-30","Schachendorf","31","","","Schachendorf","7472","Schachendorf 31 7472 Schachendorf",2103,"True",";vorwahl",";Add_Or_Replace_Character"
"186","jean-paul_laurent@lotus.com","Marcel-Elias","Frischmann","43","652","214477","AUT","2024-04-29","Wassertalweg","38","","","Krieglach","8670","Wassertalweg 38 8670 Krieglach",1973,"False","",""
"187","max@w3.org","Kurt","Dorfmeister","43","930","*36""857","AUT","1995-11-28","Hößgangstraße","31","","","Hößgang","3323","Hößgangstraße 31 3323 Hößgang",4121,"True",";telNr",";Add_Or_Replace_Character"
"188","sorizava@sorizava.com","Andrej","Eberhart","43","939","866514","AUT","2016-03-22","Bründltal","39","","","Kreuzen","9711","Kreuzen 39 9711 Kreuzen",2824,"True",";straße",";mismatch"
"189","jens@stat.physik.uni-muenchen.de","Xavier","Aschauer","43","1455","784886","AUT","1997-02-20","Alois Kellner-Straße","23","","",">Ra%nner:dor>f","2320","Alois Kellner-Straße 23 2320 Rannersdorf",1214,"True",";ort",";Add_Or_Replace_Character"
"190","notthisemail@dd.com","Lazar","Gabriel","43","810","554","AUT","2008-04-24","Augasse","7","","@","Heuberg","3143","Augasse 7 3143 Heuberg",1666,"True",";tnr",";Add_Or_Replace_Character"
"191","lodge@mailmij.nl","Maksim","Berger","43","673","32267","AUT","1985-01-21","Halbachgasse","108","","","Schladming","8970","Talbachgasse 108 8970 Schladming",2677,"True",";straße",";Similar_Different"
"192","joymaster@joyblock.net","Eliah","Schneeberger","43","1484","203665","AUT","2009-12-23 nan","Hauptstraße","26a","","","Mattersburg","7210","Hauptstraße 26a Wohnhaus 7210 Mattersburg",1876,"True",";gebDat",";Include_other_column"
"193","www-disw-request@tux.w3.org","Kai","Vogel","43","118","277","AUT","2013-04-02","Emerich-Berger-Straße","1","","","gmünd","3950","Emerich-Berger-Straße 1 3950 Gmünd",3739,"True",";ort",";Start_With_Lowercase"
"194","mmarin@filenet.com","Jan-Luca","Köhler","43","931","5805","AUT","2024-07-08","Ignaz-Dürrer-Straße","3","","","St. Peter in der Au-Markt",".3^35?[","Ignaz-Dürrer-Straße 3 3352 St. Peter in der Au-Markt",1623,"True",";plz",";Add_Or_Replace_Character"
"195","guxinp@online.sh.cn","Donát","Wagner","43\","650","371","AUT","2006-11-27","Windgasse","9","","","Nickelsdorf","2425","Windgasse 9 2425 Nickelsdorf",929,"True",";landVorwahl",";Add_Or_Replace_Character"
"196","jongund@staff.uiuc.edu","Mulham","Thurner","43","505","7522","AUT","2005-05-24","winterseite Thurner","3","","","Kleinhöflein","2070","Winterseite 3 2070 Kleinhöflein",4352,"True",";straße",";Include_other_column"
"197","ulrich.windl@rz.uni-regensburg.de","Amar","Pock","43","111","844","AUT","1957-11-19","Aichbergstraße","4","","","gansbach","3122","Aichbergstraße 4 3122 Gansbach",3487,"True",";ort",";Start_With_Lowercase"
"198","w3c-p3-interest@w3.org","Erdem","Plank","43","659 AUT","51","AUT","2002-06-09","Wallmersdorf","3","","","Allhartsberg","3365","Wallmersdorf 3 3365 Allhartsberg",3244,"True",";vorwahl",";Include_other_column"
"199","teachee@tux.w3.org","Stoyan","Stadler","43","697","582412","AUT","2000-12-26","Lorenz-Hartmann-Weg","5","","","Ortgraben","8240","Lorenz-Hartmann-Weg 5 8240 Ortgraben",1707,"False","",""
"200","shaoxiang@mail.pouchen.com.tw","Nathan","Schmidt","43","691","636687","aUT","2022-02-21","Bussardstraße","1","","","Bad Hall","4540","Bussardstraße 1 4540 Bad Hall",1022,"True",";land",";Start_With_Lowercase"
"201","cdfcontato@hotmail.com","Alexandro","Schiller","43","118","81781","A1U7","2006-05-18","Hauptstraße","87","","","Lockenhaus","7442","Hauptstraße 87 7442 Lockenhaus",1700,"True",";land",";Add_Or_Replace_Character"
"202","3d54e1@dexcite.com","Vito","Pieber","43","506","51503","AUT","1965-08-15","B0urgenlandstraße","42","","","Deutschkreutz","7301","Burgenlandstraße 42 7301 Deutschkreutz",3819,"True",";straße",";Add_Or_Replace_Character"
"203","mnielm280@aol.com","Aryan","Haas","43","657","7208","AUT","2000-12-18","Grillparzergasse","6","","","zistersdorf 2000-12-18","2225","Grillparzergasse 6 2225 Zistersdorf",1963,"True",";ort",";Include_other_column"
"204","jere.rytkonen@helsinki.fi","Demian","Köhler","43","718j","620015","AUT","2010-01-21","Sommerzeile","22","","","Ketzelsdorf","2170","Sommerzeile 22 2170 Ketzelsdorf",3260,"True",";vorwahl",";Add_Or_Replace_Character"
"205","jmarbas@hotmail.com","Mauro","Seidl","43","676","2017","AUT","2003-12-31","Eichensiedlung","3","","","deuchendorf 8605","8605","Eichensiedlung 3 8605 Deuchendorf",717,"True",";ort",";Include_other_column"
"206","sadiq_js@satyam.com","Bryan","Peischl","43","718","267","AUT","2010-08-01","Dorfviertel","39","=","","Dorfviertel","8190","Dorfviertel 39 8190 Dorfviertel",4119,"True",";stiege",";Add_Or_Replace_Character"
"207","www-webont-wg@w3.org","Meik","Cihal","43","502","2586","lAUuT","1993-07-12","Schmiedestraße","24","","","Nöstlbach","4502","Schmiedestraße 24 4502 Nöstlbach",2503,"True",";land",";Add_Or_Replace_Character"
"208","ajayn@valicert.com","Otto","P/?z%","43","682","625865","AUT","2009-10-07","Eichbachsiedlung","7","","","Böheimkirchen","3071","Eichbachsiedlung 7 3071 Böheimkirchen",4902,"True",";nachname",";Add_Or_Replace_Character"
"209","bajamundobyte@argentina.com","Jörg","Schneider","43","900","222711","AUT","2016-03-04","WeideznwuegW","40","","","Thalgau","5303","Weidenweg 40 5303 Thalgau",3299,"True",";straße",";Add_Or_Replace_Character"
"210","elizabeth.lennon@nist.gov","Miron","Masser","43","693 elizabeth.lennon@nist.gov","2722","AUT","2015-04-30","Pirquetgasse","4","","","Wien","1220","Pirquetgasse 4 1220 Wien,Donaustadt",1113,"True",";vorwahl",";Include_other_column"
"211","bence.6@dpg.hu","Leandro","gradl 2355","43","668","561","AUT","1943-01-01","Amtsstraße","33","","","Drasenhofen","2165","Amtsstraße 33 2165 Drasenhofen",2355,"True",";nachname",";Include_other_column"
"212","richard.schochler@lexisnexis.com","Marvel","Hell","43","668","362278","AUT","1958-03-23","Ramsau","1"," 362278","","Ramsau","4591","Ramsau 1 4591 Ramsau",1412,"True",";stiege",";Include_other_column"
